,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
107,771640999,ATT iPhone X Max unlocked,775,Used (normal wear),paid off (w-proof) ...ATT iPhone X Max 256 gb unlocked...excellent condition like new ... screen protector front and back from day 1 ... with 9 cases  $775,1,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Bonita, CA",Bonita, CA,3 weeks 
108,771416983,iPhone X unlocked 256g,530,Used (normal wear),Unlocked for all carriers ,2,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,3 weeks 
109,771212143,GLASS SCREEN PROTECTOR IPHONE X. 50 pieces,85,New (never used),ULTRA GLASS SCREEN PROTECTORiPhone X50 pieces ,7,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,3 weeks 
110,770905911,iPhone X unlocked,550,Used (normal wear),Original Carrier is Verizon wireless payed off unlocked no issues no cracks like brand new firm on price ,2,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,3 weeks 
111,770654848,iPhone X 64GB (AT&T),700,Other (see description),"Really Good Condition, nothing wrong with it. I just decided to upgrade.64GB Two cases - marble , Charging Case PRICE $700 first buyer can have it for $675 If you really want it I can unlock it for you list message me !",4,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Spring Valley, CA",Spring Valley, CA,3 weeks 
112,770150982,IPhone X 64gb sprint,490,Used (normal wear),In great condition. Screen protector and case since day one.$490 obo,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Bonita, CA",Bonita, CA,3 weeks 
113,770039955,Verizon iPhone X 64GB Silver (White) Clean ESN,550,Used (normal wear),"Verizon iPhone X64GBSilver (White)Includes Anker Tempered Glass Screen Protector (installed) and Spigen Tough Armor Case (x2).Includes OEM box and accessories (5W USB AC adapter, USB to Lightning cable, and Lightning EarPods etc.) EXCEPT lightning to 3.5mm adapter (lost it)Purchased from Verizon a little over a year ago. Clean ESN/IMEI and is not iCloud locked or anything like that but is probably carrier-locked to Verizon?Screen protector and case on since day one, which I will leave on. 10/10 functionality, no issues, 9.5/10 physical condition - minor signs of everyday use mostly on the stainless steel band. Never taken in water never dropped.Updated to the latest iOS 13.1.1Reason for upgrading is I got the new iPhone 11.Cash only. Meet at Starbucks, Verizon, or Apple Store etc. OK to test/check ESN in-store etc.",1,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,4 weeks 
114,769388824,IPhone X,550,Used (normal wear),"IPhone X UNLOCKED$500       OBOPerfect condition iPhone X unlocked ready to use, no cracks, perfectly functional, serious buyers only.",3,Local pickup (18 miles away),No shipping INFO!,18.0,,,"San Diego, CA",San Diego, CA,4 weeks 
115,784973830,IPHONE X FLAWLESS UNLOCKED FACTORY,450,Reconditioned/Certified,GREAT CONDITION IPHONE X FACTORY UNLOCKED 64g ,3,No delivery INFO!,"Ships from Winston-Salem, NC for $7.49",,"Winston-Salem, NC",7.49,"Winston-Salem, NC",Winston-Salem, NC,2 hours 
116,768919695,iPhone X unlocked any carrier with Gucci case,450,Used (normal wear),Used but well conditioned ,4,Local pickup (26 miles away),No shipping INFO!,26.0,,,"Escondido, CA",Escondido, CA,1 month 
117,785028485,Apple iPhone X (FACTORY UNLOCKED) 256GB SPACE GRAY-Very Good Condition,460,Used (normal wear),"Product InformationThis Apple iPhone X in Space Gray has features that make it easier, quicker, and safer to use. This model comes with a next-generation Apple iOS and Hexa Core processor for quick access to applications and networks. It also features 256GB of internal storage for uninterrupted usage. The 5.8-inch screen has Super Retina HD Technology and increased contrast ratio for bold colors. Enhanced glass and shell reinforcement minimizes damage and increases dust and water resistance. Face-recognition technology means no one else can access your phone. This device has been unlocked, pre-cleaned and polished with specialized cleanser and reset to factory settings.",6,No delivery INFO!,"Ships from Houston, TX for $7.49",,"Houston, TX",7.49,"Houston, TX",Houston, TX,1 hour 
118,768438335,🔥256GB IPHONE X + BRAND NEW ACCESSORIES UNLOCKED FOR ANY CELLPHONE CARRIER WE CAN MEET AT ANY CELLPHONE STORE👍🏼,569.99,Open box (never used),PERFECT CONDITION IPHONE X UNLOCKED 100% CLEAN IMEI PERFECT CONDITION BRAND NEW ACCESSORIES CELLPHONE CASE AND SCREEN PROTECTOR IS INCLUDED. I’m willing to meet at any cellphone store and verify authenticity.,10,Local pickup (23 miles away),No shipping INFO!,23.0,,,"San Marcos, CA",San Marcos, CA,1 month 
119,768286833,iPhone x,420,Used (normal wear),Hi I am selling my iPhone x for sprint. Phone is in excellent condition. Feel free to come check out the phone thanks,2,Local pickup (19 miles away),No shipping INFO!,19.0,,,"El Cajon, CA",El Cajon, CA,1 month 
120,767972957,IPhone X Unlocked ANY CARRIER,480,Open box (never used),Perfect condition always kept in case 64 GB no I cloud lock ,3,Local pickup (26 miles away),No shipping INFO!,26.0,,,"Vista, CA",Vista, CA,1 month 
121,767933193,iPhone X 256GB Space Gray - unlocked,600,Open box (never used),"Excellent condition iPhone X 256GB in space gray. Always used with a glass screen protector and black leather apple case (included). Comes with box, cord and charger. Battery is in great heath. Unlocked, paid off, clean serial/IMEI. ",4,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,1 month 
122,767679878,Iphone x 256 SIM FREE,650,Used (normal wear),SIM FREE iphone X 256 gigs Message me with questions no trades ,3,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,1 month 
123,767578409,"iPhone X, 256GB, Silver, Unlocked, perfect condition",600,Used (normal wear),No description. Ask seller for more details,4,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,1 month 
124,767396105,iPhone X 64GB $695,750,Other (see description),"Won't go lower then 690$ so dont bother iPhone X , space gray ( AT&T )64Gb Perfect condition Comes with charger and box $750 or $690 ",4,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Spring Valley, CA",Spring Valley, CA,1 month 
125,767051331,iPhone x max 64 gig,650,Used (normal wear),Comes with box ,4,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,1 month 
126,766203523,iPhone X 64gb ALL BLACK,640,Used (normal wear),ALMOST BRAND NEW HAS BEEN IN CASE ! comes with box ! Is liberated from company ! Everything works good as new ! No low ball offers SERIOUS INQUIRIES!! ,5,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Chula Vista, CA",Chula Vista, CA,1 month 
127,765528774,iPhone X 64GB Unlocked,400,Used (normal wear),Selling for $400 FIRM. Don’t message me for less just dropped it from 550 to sell it fast today. Have a good day! ,2,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,1 month 
128,765362019,iPhone X,600,Used (normal wear),iPhone X. No cracks and works great. Owned forLess than one year.,2,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 month 
129,764675304,iPhone X 64gb,750,New (never used),Brand new got it as a gift don’t need it,2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"El Cajon, CA",El Cajon, CA,1 month 
130,764343711,iPhone X,650,Used (normal wear),•Original iPhone X Space Gray | Factory Reset•64 GB | Carrier: Sprint•Perfect Condition | Have used a case & tempered glass the whole time.,2,Local pickup (18 miles away),No shipping INFO!,18.0,,,"San Diego, CA",San Diego, CA,1 month 
131,764028078,Iphone x,500,Used (normal wear),Iphone x 64gb Unlocked,3,Local pickup (18 miles away),No shipping INFO!,18.0,,,"San Diego, CA",San Diego, CA,1 month 
132,763752042,IPHONE X 256gb Silver/white,550,Used (normal wear),"Unlock and free to any carrier! ***256 gb ! super good condition... almost like new. no scratches. It comes with box and charger. Telefono desbloqueado con 256gb de memoria. Super buenas condiciones, esta como nuevo! se entrega con caja y cargador. ",1,Local pickup (22 miles away),No shipping INFO!,22.0,,,"Chula Vista, CA",Chula Vista, CA,1 month 
133,763542824,"White iPhone X 264GB unlocked, great condition, all accessories and case",550,Other (see description),"I payed this phone off and bought the 11 so I’m selling this one. It is in great condition! Always has been in a case. The new case was bought 2 months ago. It’s a matte black pelican case. It has all of the accessories the phone came with, including the barley used head phones. I have beats i used instead. Love this phone, just wanted a new one. Call or text for more info!",4,Local pickup (43 miles away),No shipping INFO!,43.0,,,"San Clemente, CA",San Clemente, CA,1 month 
134,763450152,AT&T iPhone X 256gb,375,Used (normal wear),It’s cracked on the back but wireless charging still works and everything. I think it’s serviced locked but it should work fine on prepaid because thats what I’m using right now,3,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,1 month 
135,762983439,iPhone X 256 GB,550,Used (normal wear),iPhone X 256 GB Carrier unlocked Works perfectly fine Battery health at 99%No scratches or dents,7,Local pickup (17 miles away),No shipping INFO!,17.0,,,"La Mesa, CA",La Mesa, CA,1 month 
136,762506847,"Iphone 6,7,8 plus, xr, x, xs max lot of cases, lote de cases",550,New (never used),"Vendo lote de cases 1000 piezas aproximadamente, estilos surtidos para iphone 6,7,8, plus, xr,x,xs max, nuevos en paquete ideal para revendedores, buena calidad, todo el lote en 550dllsFor sale lot of case, 1000 pieces aprox, variety of styles for iphone 6,7,8, plus, x, xr, xs max, ideal for vendors, swapmeet, flea market, new in package$550 for the whole lot",12,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Chula Vista, CA",Chula Vista, CA,1 month 
137,762442744,iPhone X 64 gb unloked,520,Used (normal wear),"iphone x 64gb unlocked for any company, perfect condition, delivery with charger, tempered glass, sell or exchange for iphone x white unlocked",7,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,1 month 
138,762234416,iPhone X 256gb,600,Open box (never used),Brand new iPhone with headphones. No charger. Used for sprint.,5,Local pickup (24 miles away),No shipping INFO!,24.0,,,"El Cajon, CA",El Cajon, CA,1 month 
139,761811970,iPhone X 256 gb,700,Used (normal wear),It’s in good conditions ready to use! ,5,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Chula Vista, CA",Chula Vista, CA,1 month 
140,761303485,Mophie case (new model) Iphone X /XS,89,New (never used),No description. Ask seller for more details,2,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Spring Valley, CA",Spring Valley, CA,1 month 
141,760971447,IPhone 6s Plus,200,Used (normal wear),I have an iPhone X and have no need for this. 16gb AT&T space grey ,2,Local pickup (25 miles away),Ships for $3.29,25.0,,3.29,"San Marcos, CA",San Marcos, CA,1 month 
142,760781960,iPhone X,435,Used (normal wear),The phone is in great condition with 64gb. Everything works and works with any carrier as it is unlocked. There are no cracks in the front that is just the screen protector. On the back their is a minor crack in the corner but nothing bad. Message me if you have any questions or concerns ,4,Local pickup (31 miles away),No shipping INFO!,31.0,,,"Ramona, CA",Ramona, CA,1 month 
143,756777940,iPhone x 64gb space gray bundle deal,750,Other (see description),"Unlocked iPhone X 64gb space gray model A1865 was used on -verizon- clean IMEI, perfect screen and body. No scratches, cracks or any defects at all phone functions 100% just upgraded to the new iphone 11 pro so I'm selling this one comes with a $40 loopy case as well as seen in the pictures comes with 2 new in the box 1m and 2m charger cables with a new in the box 12w fast charger wall adapter and a 10 foot braided iphone charger. No passcode or icloud locks, black list imei status cleanBundle includes2x 1m cable $19 ($38)2x 2m cable $29 ($58)2x 12w fast charger $29 ($58)2x 3m 10 foot cable $29 ($58)Loopy case $40Unlocked iPhone X 64gbAsking$750 or best offer for everything includedFree fedex overnight shipping available upon request.",7,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,1 month 
144,759911800,iPhone X r excellent conditions,550,Used (normal wear),. AT&T  📱. verizon📱. Cricket  📱. sprint 📱. Boost Mobile 📱. Metro by T-Mobile  📱ANY ANY SIMCARD  🌎 WILL WORK WITH THIS FLAWLESS PHONES 📲 ,3,Local pickup (28 miles away),No shipping INFO!,28.0,,,"Oceanside, CA",Oceanside, CA,1 month 
145,759685473,iPhone X unlocked,500,Open box (never used),"iPhone X unlocked, excellent condition ",2,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,1 month 
146,759376357,iPhone X Unlocked factory for any carrier Like New!!!,450,Open box (never used),iPhone X unlocked for any carrier first come first service and notice it has some issue about the LCD  but is not pick issue. ,6,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,1 month 
147,785029784,iPhone X 256GB - Factory Unlocked,375,New (never used),UnlockedComes with original packagingSerious Inquires Only ,4,No delivery INFO!,"Ships from Los Angeles, CA for $7.49",,"Los Angeles, CA",7.49,"Los Angeles, CA",Los Angeles, CA,1 hour 
148,758527412,Apple iPhone X Space Gray- 256gb - AT&T - with Case and original box,520,Used (normal wear),"Apple iPhone X256gb - Space GrayExcellent condition, works great!AT&TIncludes everything in photos:Original box and accessories.Ghostek Nautical Military Grade Waterproof Case.No SIM card Local pickup onlyCash only",3,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 month 
149,784435092,Apple iphone x 64gb silver,380,Open box (never used),Open box No trades No black list Unlocked carrier All accessories are included No dents or scratches Ready to use ,4,No delivery INFO!,"Ships from New York, NY for $7.49",,"New York, NY",7.49,"New York, NY",New York, NY,2 hours 
150,758272490,iPhone X 64gig unlocked,500,Used (normal wear),Perfect condition iPhone X 64 gig. Unlocked for any carrier. Space gray . ,2,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 month 
151,757996304,iPhone X 64 GB,600,Used (normal wear),I have my iphone x 64 GB that im trying to see i got a new phone and no longer need it works amazing been in an otterbox since the day i got it. Im more then willing to work with the price im asking for 600 ,3,Local pickup (24 miles away),No shipping INFO!,24.0,,,"El Cajon, CA",El Cajon, CA,1 month 
152,757368121,Used Sprint IPhone X with otterbox *great condition no cracks no software issues no camera or speaker issues. Willing to negotiate price,500,Reconditioned/Certified,Phone was used in an otter box with a glass screen protector. Only used for 1 year perfect condition ,11,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,1 month 
153,757247250,Gucci Authentic iPhone X case!!!,95,Used (normal wear),Upgrading to the new iPhone so I can’t use this case anymore. I have the original box and paperwork and was bought at the fashion Valley Mall in San Diego. The case retails for $350. Selling at fair price. ,6,Local pickup (20 miles away),Ships for $3.29,20.0,,3.29,"San Marcos, CA",San Marcos, CA,1 month 
154,757164985,"iPhone X (256 GB, Space Gray, Unlocked)",550,Open box (never used),In excellent condition except for some very light scratches up front. Lowballs will be blocked and ignored. ,2,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 month 
155,756837408,iPad Mini Apple,250,Used (normal wear),"Ready to set upNeed gonePrice is negotiable if tradingWilling to trade for iPhone 7, iPhone 8, or iPhone X iPhone XS",3,Local pickup (25 miles away),Ships for $7.49,25.0,,7.49,"San Diego, CA",San Diego, CA,1 month 
156,756751907,iPhone X 256gb (sprint),600,Used (normal wear),Works flawlessly normal scuff marks kept In Otter box,3,Local pickup (27 miles away),No shipping INFO!,27.0,,,"Oceanside, CA",Oceanside, CA,1 month 
157,756408775,iPhone X 64GB Sprint $600,600,Used (normal wear),iPhone X 64GB Sprint $600 ,5,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,1 month 
158,756163397,*iPhone X for Sale*,600,Used (normal wear),"Hi! Selling my IPhone X, 256 GB- $600- Like new (have always used case and screen protector)- Cash, PayPal, or Venmo ",3,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,1 month 
159,755983003,iPhone X unlocked space grey 64 gbs,500,Reconditioned/Certified,"Small scratches , condition 7/10 functional , front and back camera (lightly scratched) amazing phone , battery life 15hrs , no LOCK , no SIM LOCK, 100% ready for use ",6,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,1 month 
160,755709045,Iphone X black 64gb unlocked no icloud,550,Used (normal wear),Only has 2 little scratches on back. Cracked screen protector. Unlocked. Will trade for note 9,3,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,1 month 
161,755136230,iPhone X - 256 GB -,680,Used (normal wear),No description. Ask seller for more details,2,Local pickup (2 miles away),No shipping INFO!,2.0,,,"La Jolla, CA",La Jolla, CA,1 month 
162,754886756,Iphone X,650,Used (normal wear),Apple iPhone X- 256 GB- Silver- Unlocked- Great condition- Full Box- EarPods (brand new)- Lightning to 3.5mm Headphone Jack Adapter (brand new) ,3,Local pickup (26 miles away),No shipping INFO!,26.0,,,"Chula Vista, CA",Chula Vista, CA,1 month 
163,741266357,iPhone X 256 GB,400,Used (normal wear),"iPhone X has crack near corner No iCloud lockUnlocked Will trade for an iPhone X different color, XS, or XR. Will also trade for Apple Watch Series 4 or 5 Cellular onlyLocal pickup in Temecula only",2,Local pickup (44 miles away),No shipping INFO!,44.0,,,"Temecula, CA",Temecula, CA,1 month 
164,538489400,Iphone X 64Gb factory unlocked,650,New (never used),I have an iPhone X 64Gb factory unlocked its mint condition and has warranty has screen protector since day one ,8,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Spring Valley, CA",Spring Valley, CA,1 month 
165,785035283,Apple iPhone X (FACTORY UNLOCKED) 256GB SPACE GRAY-Very Good Condition,460,Used (normal wear),"Product InformationThis Apple iPhone X in Space Gray has features that make it easier, quicker, and safer to use. This model comes with a next-generation Apple iOS and Hexa Core processor for quick access to applications and networks. It also features 256GB of internal storage for uninterrupted usage. The 5.8-inch screen has Super Retina HD Technology and increased contrast ratio for bold colors. Enhanced glass and shell reinforcement minimizes damage and increases dust and water resistance. Face-recognition technology means no one else can access your phone. This device has been unlocked, pre-cleaned and polished with specialized cleanser and reset to factory settings.",6,No delivery INFO!,"Ships from Houston, TX for $7.49",,"Houston, TX",7.49,"Houston, TX",Houston, TX,53 minutes 
166,754532458,Apple iPhone X 256GB *PRISTINE! 10/10 A+ *FACTORY UNLOCKED!,595,Open box (never used),"Hi, up for sale is an Apple iPhone X 256GB in Space Gray/Black. This phone is in pristine conditions with NO SIGNS OF USE AT ALL! 10/10 A+ This iPhone will come with its box, cable, charger, new headphones and 4 free cases! This phone will also come to be factory unlocked.  Comes with AppleCare warranty until Nov 2019!",8,Local pickup (14 miles away),No shipping INFO!,14.0,,,"Coronado, CA",Coronado, CA,1 month 
167,754431798,Iphone X/Xs smart battery case,80,Used (normal wear),Great conditionBox included,1,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,1 month 
168,753878469,iPhone X 256gb unlocked. Small chip on corner,500,Used (normal wear),iPhone X with headphones and charger. One chip in bottom right. Barely noticeable. Check pictures,7,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,1 month 
169,753704609,iPhones X📱 Xr📱Max 📱,599.99,Used (normal wear),IPHONE X XR XS XSMAXTMOBILE AT&T METRO VERIZON SPRINT BOOST Y MAS 64G DE MEMORIA INTERNACOLOR NEGRO O ROJO NARANJA BLANCO MUY BUENAS CONDICIONESCON GARANTIA------------------------------------------------------------OFRESEMOS MAS SERVICIOSLIBERAMOS TODO TIPO DE CELULAR Y CUAQUIER COMPAÑIAQUITAMOS CUENTAS GOOGLE/SAMSUNG Y UNOS ICLOUDS QUITAMOS REPORTES COMO FALTA DE PAGO ROBADO O PERDIDO O FINANCIADO EN CELULARESREPARAMOS IPHONES CON LAS MEJORES PARTES TRABAJO GARANTISADO,4,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,1 month 
170,753546117,iPhone X 256GB Unlocked Space Gray Works on any carrier,399,Used (normal wear),"Back glass cracked, front glass has a few dings and cracks but works, please see pics, priced accordingly due to condition. Never used a case.  If you use a case back damage won’t make a difference. Box included. Keeping cable. No low ball offers, please don’t waste my time or yours. Upgraded to iPhone Pro Max so no need for this one. ",12,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 month 
171,753327309,Iphone x max 64 GB GOLD at&t h2o net 10 cricket,740,Reconditioned/Certified,Used ,1,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,1 month 
172,753142950,Brand new IPhone X,650,New (never used),Brand new iPhone X Silver 256GUnlocked 650 obo ( reasonable offers )Cash only !! ,2,Local pickup (16 miles away),No shipping INFO!,16.0,,,"Lemon Grove, CA",Lemon Grove, CA,1 month 
173,752630855,iPhone X 64gb great condition!,600,Used (normal wear),Great condition iPhone X 64gb $600oboNeeds to be sold ASAP ,7,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,1 month 
174,752350041,iPhone x,350,Used (normal wear),Red,1,Local pickup (17 miles away),No shipping INFO!,17.0,,,"San Diego, CA",San Diego, CA,2 months 
175,751795714,Immaculate iPhone X 256 gb unlocked with otterbox,600,Used (normal wear),Immaculate phone. No issues. Unlocked as I paid off phone when I upgraded and sprint unlocked for me. Always been in the otterbox and had a tempered glass screen protector. 256 gb. Asking 600,3,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,2 months 
176,751231813,IPHONE X 64GB,500,Used (normal wear),iPhone X 64GB. Black great condition no scratches. Has had screen protector and case on since purchased ,3,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Escondido, CA",Escondido, CA,2 months 
177,750665573,iPhone X 256gb Unlocked,700,Used (normal wear),cracked back glass 256gb and it’s unlocked for any carrier.,3,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,2 months 
178,503233696,iphone x,750,Used (normal wear),iphone. x,1,Local pickup (17 miles away),No shipping INFO!,17.0,,,"National City, CA",National City, CA,2 months 
179,750361098,IPHONE X 256GB FULLY UNLOCKED READY FOR ANY CARRIER,700,Used (normal wear),"iPhone x256 GBIcloud unlocked Imei unlocked Bring your sim card, ready to use with any carrier no need to flashPhone is in good condition and ready to go720 OBO",4,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Oceanside, CA",Oceanside, CA,2 months 
180,750035529,iPhone X,700,Used (normal wear),"IMEI unlocked so you can use with any carrier, iCloud unlocked.. 265 gigabytes. Nothing wrong, works perfect! $700 obo ",8,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Oceanside, CA",Oceanside, CA,2 months 
181,784435092,Apple iphone x 64gb silver,380,Open box (never used),Open box No trades No black list Unlocked carrier All accessories are included No dents or scratches Ready to use ,4,No delivery INFO!,"Ships from New York, NY for $7.49",,"New York, NY",7.49,"New York, NY",New York, NY,2 hours 
182,749370524,iphone x. A&TT. carrier brand new! clean imei!,440,Used (normal wear),No description. Ask seller for more details,6,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Spring Valley, CA",Spring Valley, CA,2 months 
183,748854344,iPhone X - with original Box. Has screen protector still on.,650,Used (normal wear),"iPhone X. Works perfect, I just switched carriers and upgraded to the XS. The only scratches are on the screen protector, which can be removed. ",4,Local pickup (16 miles away),No shipping INFO!,16.0,,,"San Diego, CA",San Diego, CA,2 months 
184,748491503,Brand new iPhone X 256GB space gray for Verizon,470,New (never used),"Brand new, never been used iPhone X 256GB space gray for Verizon.  Clean ESN. Switched carriers. Still has the protective plastic film on it. THIS IS NOT UNLOCKED!",3,Local pickup (15 miles away),No shipping INFO!,15.0,,,"San Diego, CA",San Diego, CA,2 months 
185,747345639,IPHONE X 256G,475,New (never used),Works perfect practically new just has a baby hairline crack  comes with original box. These phones are going for $600 I’m already cutting you an incredible deal. Low ballers are getting blocked :) ,6,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Poway, CA",Poway, CA,2 months 
186,747156370,Apple iPhone X 256GB Space Gray T-mobile,550,Used (normal wear),iPhone X 256gb Space Gray T-mobileGreat conditionPerfect screen and backA coupe tiny marks on the outer edge of caseOtter box includedCash. Meet at my local Starbucks. $550 OBO,2,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,2 months 
187,746940439,Like New iPhone X Black 64GB (T-Mobile),650,New (never used),No scratches. Like new condition. Fully functional. Comes with box and accessories. ,4,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,2 months 
188,693230184,Iphone X 256gb unlocked,825,Used (normal wear),overstock clearance event iphone x silver 256gb all accessories included no scratches looks new works 100%  clean imei,2,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,2 months 
189,746217266,IPhone X,850,Used (normal wear),"Like new, been used a couple months, free from fabric ",4,Local pickup (22 miles away),No shipping INFO!,22.0,,,"Chula Vista, CA",Chula Vista, CA,2 months 
190,746052799,iPhone X *icloud locked*,150,Used (normal wear),iPhone X in fair condition. Has a crack in the glass on the back of the phone. Selling for parts. Message for questions. ,6,Local pickup (22 miles away),No shipping INFO!,22.0,,,"Chula Vista, CA",Chula Vista, CA,2 months 
191,745716686,iPhone X 64gb Space Gray,600,Reconditioned/Certified,"WILL SELL NO EARLIER THAN THE 20TH Unlocked for all carriers. Works flawlessly. In perfect condition aswell.Comes with box and charger, and can throw in a Mophie wireless charging case in addition.:-)",3,Local pickup (48 miles away),No shipping INFO!,48.0,,,"San Clemente, CA",San Clemente, CA,2 months 
192,745568891,IPhone X 256 GB,500,Used (normal wear),"It has some marks on the side of it , I replaced the front sceen by the Apple company in fashion valley because it was under warranty. I originally paid over $1300 for it brand new but have no use for it because I have the XS max now . Face ID and both sides of camera works , everything is perfectly restored to factory settings . It’s unlocked and ready to go . Feel free to ask my any further questions .",3,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,2 months 
193,745494508,iPhone X 64GB sprint,500,Used (normal wear),Works great! Come with life proof case. ,1,Local pickup (25 miles away),No shipping INFO!,25.0,,,"Vista, CA",Vista, CA,2 months 
194,744819864,iPhone X,325,Used (normal wear),"iPhone XAT&T networkEverything works perfectly, crack on back is just aesthetic Lost this phone, got a new one and found it!",4,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,2 months 
195,784335474,iPhone X for Cricket 64 GB under warranty,490,Used (normal wear),No low ballers. Clean. Cricket. 64 GB Warranty until 4/2020 Like new. ,6,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Spring Valley, CA",Spring Valley, CA,1 day 
196,784247039,"Brand New, Never Used, Factory Unlocked iPhone X 256gb!!!",549,Open box (never used),For sale is a brand new condition iPhone X. 256gb in space grey.  The phone was purchased directly from the Apple Store factory unlocked and works with any carrier!!! It’s been in a case and screen protector it’s entire life and is immaculate.  Thanks!!!,4,Local pickup (a mile away),No shipping INFO!,1.0,,,"San Diego, CA",San Diego, CA,1 day 
197,784238644,Iphone x,350,Used (normal wear),Iphone x 64gb Tmobile clean imeiGood condition (Obo),4,Local pickup (17 miles away),No shipping INFO!,17.0,,,"San Diego, CA",San Diego, CA,1 day 
198,784178830,iPhone X 64gb Black,475,Other (see description),Phone is in perfect condition. Come with the charger.  Phone is unlocked. Prior carrier was ATT. ,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"San Marcos, CA",San Marcos, CA,1 day 
199,779825017,iPhone X 256gb unlocked,600,Used (normal wear),"Excellent condition iPhone X - 256gb space grey Unlocked- I had AT&T but works with any Included: charger, headphones, case, wireless charging dock. Reason for selling, switched carriers and got a  deal on a new one. ",4,Local pickup (44 miles away),No shipping INFO!,44.0,,,"Temecula, CA",Temecula, CA,1 week 
200,785029243,iPhone X 256GB - Unlocked (Black),375,New (never used),Factory UnlockedComes with charger and headphonesSerious Inquires Only ,2,No delivery INFO!,"Ships from Los Angeles, CA for $7.49",,"Los Angeles, CA",7.49,"Los Angeles, CA",Los Angeles, CA,1 hour 
